tweets	label	preprocessed
"Hasil Pengeluaran HONGKONG
SELASA, 21 Juli 2020
Result : 4353
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/tcXsuTFQew"	Non_R	hasil pengeluaran hongkong selasa 21 juli 2020 result 4353 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
"Seperti contoh mas, penangkapan maling yang di interogasi dengan ular, inteogasi kan harus ada sop nya mas gabisa asal interogasi.
Lalu ada lagi kasus ketua bem yang di penjara.
Ada lagi orang papua yang di injak kepalanya lalu di maki monyet. Masih banyak lagi mas setau saya"	Non_R	seperti contoh mas penangkapan maling yang di interogasi dengan ular inteogasi kan harus ada sop nya mas gabisa asal interogasi lalu ada lagi kasus ketua bem yang di penjara ada lagi orang papua yang di injak kepalanya lalu di maki monyet masih banyak lagi mas setau saya
"Hasil Pengeluaran SINGAPORE
SENIN, 20 Juli 2020
Result : 3405
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/n4C6oa8w1g"	Non_R	hasil pengeluaran singapore senin 20 juli 2020 result 3405 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
"Papua Harus Bebas!!!

Papua Harus Merdeka!!!

Jangan ada lagi Orang Papua tertembak mati, seperti monyet.."	Non_R	papua harus bebas papua harus merdeka jangan ada lagi orang papua tertembak mati seperti monyet 
"Papua Harus Bebas!!!

Papua Harus Merdeka!!!

Jangan ada lagi Orang Papua tertembak mati, seperti monyet.."	Non_R	papua harus bebas papua harus merdeka jangan ada lagi orang papua tertembak mati seperti monyet 
Kami rakyat monyet di Papua, dengan tegas menolak OTSUS di jilid II. dan kami minta REFERENDUM DI WEST PAPUA BARAT 2020  pic.twitter.com/eLkFBMd35i	Non_R	kami rakyat monyet di papua dengan tegas menolak otsus di jilid ii dan kami minta referendum di west papua barat 2020 
"Hasil Pengeluaran JAPAN
Minggu, 19 Juli 2020
Result : 0365
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/qiNE0QA8Ts"	Non_R	hasil pengeluaran japan minggu 19 juli 2020 result 0365 shio monyet selamat para pemenang jp jayagaming casinotogel jayatogel jayapoker idnplay idnlive hkbgaming togelonline papua togeljitu dewatogel bandarcasino sbobet 
Sangat benar rasis sekali, berikan hak menentukan nasib sendiri pada bangsa moyet west papua	Non_R	sangat benar rasis sekali berikan hak menentukan nasib sendiri pada bangsa moyet west papua
"❤️🦌🕹️RedDeerGames #NintendoSwitch Giveaway!🕹️🦌❤️
Anyone can have a chance to win this AWESOME game prize pack!
#xbox #nintendo #eshop
Complete your entry here ⤵️
 https://gleam.io/5IMd6/nintendo-switch-games-giveaway-reddeergames … pic.twitter.com/Fovi5uX3Cy"	Non_R	 reddeergames nintendoswitch giveaway anyone can have a chance to win this awesome game prize pack xbox nintendo eshop complete your entry here 
"Mareng papua skrg maluku

Sbnrnya klian mau apa smpe sbut kita monyet kita bkan moyet kita manusia"	Non_R	mareng papua skrg maluku sbnrnya klian mau apa smpe sbut kita monyet kita bkan moyet kita manusia
#Monyet_Moyet Di Tanah West Papua yang bekerja dalam Birokrasi kolonial Indonesia banyak beri sorotan kepada negara Indonesia terkait isu  #Rasisme di Surabaya. Tetapi isu Pemekaran Provinsi yang di tawarkan oleh Manusia kepada #Moyet  di papua membuat #Moyet_moyet Lupa diri.	Non_R	 monyet moyet di tanah west papua yang bekerja dalam birokrasi kolonial indonesia banyak beri sorotan kepada negara indonesia terkait isu rasisme di surabaya tetapi isu pemekaran provinsi yang di tawarkan oleh manusia kepada moyet di papua membuat moyet moyet lupa diri 
Kenapa orang padang saudaraku yg ngak tau apa spa di bunuh dg sadis sama moyet papua itu.	R	kenapa orang padang saudaraku yg ngak tau apa spa di bunuh dg sadis sama moyet papua itu 
Papua moyet..	R	papua moyet 
Papua moyet..pembunuh sipil.	R	papua moyet pembunuh sipil 
"Pada tgl 26 agustus 2019
Bendera Bintang Kejora berkibar di halaman kantor Bupati kabupaten Deiyai..
seluruh papua Demo indonesia goyang..
dengan sebutan moyet kami tdk mau hidup dengan manusia..
PAPUA INGIN BERPISAH DARI NKRI  pic.twitter.com/fYispIX1Ez"	Non_R	pada tgl 26 agustus 2019 bendera bintang kejora berkibar di halaman kantor bupati kabupaten deiyai seluruh papua demo indonesia goyang dengan sebutan moyet kami tdk mau hidup dengan manusia papua ingin berpisah dari nkri 
"waktu lu sekolah ga nanya knp orang berasal dari moyet..?
berarti lu dan keluarga keturunan monyet dong...gue mah ogah keturunan monyet..yg diributkan orang papua apa..?? kocag."	R	waktu lu sekolah ga nanya knp orang berasal dari moyet berarti lu dan keluarga keturunan monyet dong gue mah ogah keturunan monyet yg diributkan orang papua apa kocag 
kamu menyatakan bahwa orang moyet sehingat itu rakyat wes papua harus lepas kami kami tidak mau tinggal dengan indonesia meskinpun itu kami  juga tinggal  sendiri pasti papua merdeka	Non_R	kamu menyatakan bahwa orang moyet sehingat itu rakyat wes papua harus lepas kami kami tidak mau tinggal dengan indonesia meskinpun itu kami juga tinggal sendiri pasti papua merdeka
"Hatas rasisme dikatakan MOYET Terhadap  masyarakat Papua  tidak bisa dimintah mahafkan saja  boss ini harga diri bangsa Papua kulit hitam 
Kami sudah bosang dengan kata mahafkan  kami sudah boss dan kata mahfkan teradam Indonesia dan kata  MOYET ini bukan baru sekali saja"	Non_R	hatas rasisme dikatakan moyet terhadap masyarakat papua tidak bisa dimintah mahafkan saja boss ini harga diri bangsa papua kulit hitam kami sudah bosang dengan kata mahafkan kami sudah boss dan kata mahfkan teradam indonesia dan kata moyet ini bukan baru sekali saja
mahasiswa  papua yg nuntun ilmu di jawa sekitar 1000 org tp org jawa yg cari mkn di tanah papua berjuta2 klu org jawa di tanah papua di usir baru org jawa diam.....hallo mas2 dn mba2 yg katain org papua moyet apa kamu siap menampung keluargamu yg di usir dr tanah papua????	Non_R	mahasiswa papua yg nuntun ilmu di jawa sekitar 1000 org tp org jawa yg cari mkn di tanah papua berjuta2 klu org jawa di tanah papua di usir baru org jawa diam hallo mas2 dn mba2 yg katain org papua moyet apa kamu siap menampung keluargamu yg di usir dr tanah papua 
itu bendera di luar pagar asrama dn mungkin saja org lain yg patahin lalu jatuh ke selokan...bukyi tdk jelas skrg papua sdh rusuh yg bicara moyet aparat bagaimana tindakan dr komendannya anak buah mulutnya tdk bisa di jaga	Non_R	itu bendera di luar pagar asrama dn mungkin saja org lain yg patahin lalu jatuh ke selokan bukyi tdk jelas skrg papua sdh rusuh yg bicara moyet aparat bagaimana tindakan dr komendannya anak buah mulutnya tdk bisa di jaga
SAYA PAPUA, SAYA BUKAN MOYET.!!  pic.twitter.com/rXm0MiRESn	Non_R	saya papua saya bukan moyet 
"""MONYET"" sesungguhnya adalah mereka yang rakus akan jabatan, mereka yang rakus akan kekuasaan dan Moyet itu adalah para koruptor perampok uang Rakyat, Sadaraku di Papua adalah manusia terhormat, terhinalah siapapun mereka yang telah menghinanya #PapuaAdalahIndonesia"	Non_R	 monyet sesungguhnya adalah mereka yang rakus akan jabatan mereka yang rakus akan kekuasaan dan moyet itu adalah para koruptor perampok uang rakyat sadaraku di papua adalah manusia terhormat terhinalah siapapun mereka yang telah menghinanya papuaadalahindonesia
"Pendekatan secara militeristik untuk meredamkan Rasisme yang di nobatkan oleh sekelompok orang terhadap  rakyat Papua. semakin jelas tindakan arogansi pula Otoriter..Kalau memang demikian Basmi aja para moyet biar  ko pu jiwa itu puas..

Situasi...  https://www.facebook.com/100017825225845/posts/432732413997596/ …"	Non_R	pendekatan secara militeristik untuk meredamkan rasisme yang di nobatkan oleh sekelompok orang terhadap rakyat papua semakin jelas tindakan arogansi pula otoriter kalau memang demikian basmi aja para moyet biar ko pu jiwa itu puas situasi 
Penasaran nih siapa sih yg bilang orang Papua kaya moyet ?  pic.twitter.com/FHEUHww46W	Non_R	penasaran nih siapa sih yg bilang orang papua kaya moyet 
Tolong tangkap juga oknum yg teriak2in moyet itu pak... percuma cari akun kalau oknum2 yg jelas kelihatan wajahnya di video yg menyebar sampai ke papua sana gak di tangkap.	Non_R	tolong tangkap juga oknum yg teriak2in moyet itu pak percuma cari akun kalau oknum2 yg jelas kelihatan wajahnya di video yg menyebar sampai ke papua sana gak di tangkap 
"Ada yang pake atribut FPI tuh, ngapa bawa² banser. Setau saya banser tidak akan mencaci sesama manusia dengan sebutan moyet, dan dengan teriakan ""bubarkan papua"""	Non_R	ada yang pake atribut fpi tuh ngapa bawa banser setau saya banser tidak akan mencaci sesama manusia dengan sebutan moyet dan dengan teriakan bubarkan papua 
Setelah mereka kepung dari sekitar pukul 14:00 Wib hingga tengah malam sambil melempari batu kedalam asrama mahasiswa Papua di Jalan Kalasan, No. 10 Surabaya sekelompok ormas dan aparat ini  meneriaki moyet dan…  https://www.instagram.com/p/B1QdN1EgpJ1/?igshid=1jnonvw5e21j …	Non_R	setelah mereka kepung dari sekitar pukul 14 00 wib hingga tengah malam sambil melempari batu kedalam asrama mahasiswa papua di jalan kalasan no 10 surabaya sekelompok ormas dan aparat ini meneriaki moyet dan 
Sdh nyata kerja kerja, merk di hutan yg kamu bilng moyet merk berdoa Supaya pembagungun lancar merata dari sabang samapai papua, bukan macam kau kerja di rumah saja dari pagi sampai mlm hasilnya anak monyet krn itu krmamu  yg sdh fitna orang yg sdh bekerja untuk negara ini dng bk	Non_R	sdh nyata kerja kerja merk di hutan yg kamu bilng moyet merk berdoa supaya pembagungun lancar merata dari sabang samapai papua bukan macam kau kerja di rumah saja dari pagi sampai mlm hasilnya anak monyet krn itu krmamu yg sdh fitna orang yg sdh bekerja untuk negara ini dng bk
"Poin ke 3,,
Apakah 51 persen TDK kebagian ke mereka sehingga mau bikin ulah di Papua?
#cmbertanya.
Ternyata politikus got mainkan perannya.moyet."	Non_R	poin ke 3 apakah 51 persen tdk kebagian ke mereka sehingga mau bikin ulah di papua cmbertanya ternyata politikus got mainkan perannya moyet 
"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr"	Non_R	play let the fun begin like click did you see it 
Papua btl btuh lilin, makax kesini kau moyet kujadikan lilin	R	papua btl btuh lilin makax kesini kau moyet kujadikan lilin
"Negara yg mewadahi orang-orang rasis seperti milisi sipil yg mengatai mahasiswa papua ""moyet"".  http://fb.me/1q9PBPKWg "	Non_R	negara yg mewadahi orang orang rasis seperti milisi sipil yg mengatai mahasiswa papua moyet 
"Negara yg mewadahi orang-orang rasis seperti milisi sipil yg mengatai mahasiswa papua ""moyet"".  http://fb.me/7U1qBXM6H "	Non_R	negara yg mewadahi orang orang rasis seperti milisi sipil yg mengatai mahasiswa papua moyet 
 Apa Benar Mahasiswa Papua / Orang Papua Itu Moyet ? '' PErkataan Ormas Di Jog '	Non_R	 apa benar mahasiswa papua orang papua itu moyet perkataan ormas di jog 
Seharusnya p Arif ga perlu jwb pertanyaan moyet papua itu, itu sudah Jd misi tvOon	Non_R	seharusnya p arif ga perlu jwb pertanyaan moyet papua itu itu sudah jd misi tvoon
"Wahaha cakepan mana gua ama dia de ? ""@TnBarbossa: Sih dede gaya mulu!! Idung kaya moyet papua mau lawan kaka gua ""@Vabel"	R	wahaha cakepan mana gua ama dia de sih dede gaya mulu idung kaya moyet papua mau lawan kaka gua 
Untuk apa punya peralatan militer cangih ,TNI , POlISI keyok ama moyet hutan primitif biyadab di papua.	R	untuk apa punya peralatan militer cangih tni polisi keyok ama moyet hutan primitif biyadab di papua 
"@mandy_date @zipper_zone itu mah moyet di papua sono jga tw .. --"""	R	 itu mah moyet di papua sono jga tw 
siah moyet papua RT @andimanyan @anisa_nr Enya plis deh jngn selingkuh sama bujal oray in	R	siah moyet papua enya plis deh jngn selingkuh sama bujal oray in
anak jambrong RT @Natashaglery: anak lutung! RT @Sbrfrhn: moyet bakar! RT @Natashaglery: Monyet lepas! RT @Sbrfrhn ye gajah papua	R	anak jambrong anak lutung moyet bakar monyet lepas ye gajah papua
moyet bakar! RT @Natashaglery: Monyet lepas! RT @Sbrfrhn: ye gajah papua RT @Natashaglery: Yeee setan alas 凸(¬‿¬)凸 RT Sbrfrhn cebong	R	moyet bakar monyet lepas ye gajah papua yeee setan alas sbrfrhn cebong
Mom :knp org papua mukax sm2 smua, sprt monyet | sy :mn ad,1 nenek moyang | mom :sp tau dintr mrk ad kwn dgn moyet |sy : :O ?!^%&/	R	mom knp org papua mukax sm2 smua spmonyet sy mn ad 1 nenek moyang mom sp tau dintr mrk ad kwn dgn moyet sy o 
Aku kmrn order webcam dari cina. Alhamdulillah aman yg penting sedia disinfektan aka	Non_R	aku kmrn order webcam dari cina alhamdulillah aman yg penting sedia disinfektan aka
namanya cindo, cina indo	Non_R	namanya cindo cina indo
Cina juga kafir? 🙄	Non_R	cina juga kafir 
`kondoms syopi yg dikirim dr luar negeri/cina udah mulai ngirim orderan/masi stop ngirim? kalo udah mulai ngirim barangnya aman dr c word ga atau mending gausa order dulu?	Non_R	 kondoms syopi yg dikirim dr luar negeri cina udah mulai ngirim orderan masi stop ngirim kalo udah mulai ngirim barangnya aman dr c word ga atau mending gausa order dulu 
"😂😂 Na cina

Swa makhwaya swa mina"	Non_R	 na cina swa makhwaya swa mina
siapa mau interact sm gua pake bahasa cina	Non_R	siapa mau interact sm gua pake bahasa cina
ucul jg kaya cina cina	Non_R	ucul jg kaya cina cina
tersalah masuk lubuk makanan dan gerai2 cina pulak	Non_R	tersalah masuk lubuk makanan dan gerai2 cina pulak
"ven, 14 ago 2020 14:00 FP Cina > Super League Grp. A
Jiangsu Suning | 0 - 1 | Shanghai Shenhua
20' | 0 - 1 | Giovanni Andres Moreno

by  http://thelivescoreapp.com "	Non_R	ven 14 ago 2020 14 00 fp cina super league grp a jiangsu suning 0 1 shanghai shenhua 20 0 1 giovanni andres moreno by 
yh🙄 klo kaga napas lu pampir cina jdinya	Non_R	yh klo kaga napas lu pampir cina jdinya
http://rovosfitness.blogspot.com  breaking news wajo	Non_R	
Cina pun ada ya abng long ayahanda.ku ingatkan melayu je ada ranking2 ni	Non_R	cina pun ada ya abng long ayahanda ku ingatkan melayu je ada ranking2 ni
susah baca nama bahasa cina :( meskipun ntar pake nama inggris sih wkwkwkwk	Non_R	susah baca nama bahasa cina meskipun ntar pake nama inggris sih wkwkwkwk
iyaa maap	Non_R	iyaa maap
Dan ketika VK berhasil menyerahkan papua pada majikan cina-nya, ketika imigran cina mengalir deras, penjarahan sejati sebagaimana yg cuma org cina bisa lakukan terjadi, ketika genosida beneran oleh cina pada oap terjadi, saat itu oap akan menyesal mereka pernah mengenal VK...	Non_R	dan ketika vk berhasil menyerahkan papua pada majikan cina nya ketika imigran cina mengalir deras penjarahan sejati sebagaimana yg cuma org cina bisa lakukan terjadi ketika genosida beneran oleh cina pada oap terjadi saat itu oap akan menyesal mereka pernah mengenal vk 
"Babak baru risiko Corona? 

New Zealand & Cina sama-sama menduga ada penularan lewat makanan beku import. 

 https://on.ft.com/2Y11EWT  pic.twitter.com/mB0gAKKtIk"	Non_R	babak baru risiko corona new zealand cina sama sama menduga ada penularan lewat makanan beku import 
Majlis Bandaraya Seremban pun dah edar notis kepada peniaga Melayu supaya robohkan bangunan tambahan kedai di Senawang. Betul, peniaga tersebut salah dan baru berniaga sedangkan peniaga cina dah berkurun berniaga letak barang2 penuh di koridor premis tak pernah diambil tindakan.	Non_R	majlis bandaraya seremban pun dah edar notis kepada peniaga melayu supaya robohkan bangunan tambahan kedai di senawang betul peniaga tersebut salah dan baru berniaga sedangkan peniaga cina dah berkurun berniaga letak barang2 penuh di koridor premis tak pernah diambil tindakan 
ternyata bahasa Cina dari cakue/cakwe adalah youtiao	Non_R	ternyata bahasa cina dari cakue cakwe adalah youtiao
sakit tak terasa, mikirin lukanya mingguan	Non_R	sakit tak terasa mikirin lukanya mingguan
cina bukit ka	Non_R	cina bukit ka
Cina	Non_R	cina
Sastra cina???? Keren banget woy	Non_R	sastra cina keren banget woy
jadi lilin aja	Non_R	jadi lilin aja
"Kahkahkah.

Patut la cina tak beli property kat kelantan.

Kalau ikutkan.
Boleh je depa masuk set up mall besar besar. 
Sure ada buyer. 

Tp xda.. patut lah.  Ahahaha."	Non_R	kahkahkah patut la cina tak beli property kat kelantan kalau ikutkan boleh je depa masuk set up mall besar besar sure ada buyer tp xda patut lah ahahaha 
Rasuah. melayu dan Rasuah berpisah tiada. Cina dan Rasuah tak huluq tak cina lah...	Non_R	rasuah melayu dan rasuah berpisah tiada cina dan rasuah tak huluq tak cina lah 
Wahai pujangga cina.	Non_R	wahai pujangga cina 
sebuah damage dari cakaran sepupu. kenapa pas muka 😭	Non_R	sebuah damage dari cakaran sepupu kenapa pas muka 
gue untung gapernah nanya u org cina apa bkn wkwkwk	Non_R	gue untung gapernah nanya u org cina apa bkn wkwkwk
cina babi azmir lee ni kalau aku jumpa depan2 pecah ni	R	cina babi azmir lee ni kalau aku jumpa depan2 pecah ni
"Melayu jual tanah satu isu lain tok.

Yg saya tanya soalan ni..
Knp parti cina yg mati matian lawan rasuah  tak lawan  biz haram yg masyarakat depa jalankan?

Itu persoalannya 

Ni bukan sebab saya rasis .
Saya tanya legit questions rasanya."	Non_R	melayu jual tanah satu isu lain tok yg saya tanya soalan ni knp parti cina yg mati matian lawan rasuah tak lawan biz haram yg masyarakat depa jalankan itu persoalannya ni bukan sebab saya rasis saya tanya legit questions rasanya 
Bokef cina	Non_R	bokef cina
Tengok cerita cina, tapi tak focus pun... Macam faham je apa org tu kata 😂😂😂	Non_R	tengok cerita cina tapi tak focus pun macam faham je apa org tu kata 
Pedagang Cina berjualan kain di Semarang 1913...Sepertinya memang sejak dulu tradisinya berdagang...  pic.twitter.com/ASV9PuhFJ0	Non_R	pedagang cina berjualan kain di semarang 1913 sepertinya memang sejak dulu tradisinya berdagang 
sebelah kanan kirain majalah bisnis dr cina gt	Non_R	sebelah kanan kirain majalah bisnis dr cina gt
Kawasan Karst Maros-Pangkep seluas ± 40.000 Ha merupakan kawasan karst terluas dan terindah kedua di dunia setelah Cina,	Non_R	kawasan karst maros pangkep seluas 40 000 ha merupakan kawasan karst terluas dan terindah kedua di dunia setelah cina 
Negara sekelas Cina, UEA sama USA juga punya hutang tuh 🤔	Non_R	negara sekelas cina uea sama usa juga punya hutang tuh 
"Maksudnya Indonesia cepat maju bila ikuti paham komunis cina gitu ya pak Luhut?
Pantesan Islam sengaja dituduh radikal biar KOMUNIS dominasi kehidupan rakyat indonesia.
Dasar kakek Gila.

 Luhut Singgung Paham Komunisme Berhasil Tekan Kemiskinan di China  http://share.babe.news/s/vcYrmmpQvR "	R	maksudnya indonesia cepat maju bila ikuti paham komunis cina gitu ya pak luhut pantesan islam sengaja dituduh radikal biar komunis dominasi kehidupan rakyat indonesia dasar kakek gila luhut singgung paham komunisme berhasil tekan kemiskinan di china 
Lagi nonton Street Food Asia yg episode Ho Chi Minh City, Vietnam nih. Vietnam dapet perpaduan culture dari Cina, Prancis, & Amerika. Seru banget, pengen kesana 🥺🥺🥺	Non_R	lagi nonton street food asia yg episode ho chi minh city vietnam nih vietnam dapet perpaduan culture dari cina prancis amerika seru banget pengen kesana 
Pokoknya selama ada kata CINA pasti heboh, apapun faktanya. Heuheuheu.	Non_R	pokoknya selama ada kata cina pasti heboh apapun faktanya heuheuheu 
wkakwka	Non_R	wkakwka
umbel apaan-_-	Non_R	umbel apaan 
manhwa komik korea, manhua cina	Non_R	manhwa komik korea manhua cina
Iya juga sih ... Kebanyakan bacotnya US Ama Cina	R	iya juga sih kebanyakan bacotnya us ama cina
Try manhua cina pulak haha bnyk yg best2	Non_R	try manhua cina pulak haha bnyk yg best2
CAPEK BANGET, TAPI AKU SUKA GIMANA DONG😭	Non_R	capek banget tapi aku suka gimana dong 
"Jual pun.. buyer nya ada duit tok.
Sb cina tau melayu jual tanah lah depa cari duit  by any means necessary..

Depa tau itu saja cara depa tak kena halau. Tak kena pijak.

Kalau depa niaga cara halal...depa pun  sama macam kita..
Adil.

Tak adil lah niaga buat duit haram."	Non_R	jual pun buyer nya ada duit tok sb cina tau melayu jual tanah lah depa cari duit by any means necessary depa tau itu saja cara depa tak kena halau tak kena pijak kalau depa niaga cara halal depa pun sama macam kita adil tak adil lah niaga buat duit haram 
menangisi segala kelakuan huang renjun malam ini pic.twitter.com/uFgdL0PbVU	Non_R	menangisi segala kelakuan huang renjun malam ini 
tktau laa tokey cina tu buat sbb apa . mula2 gp lain pstu bts 🥴 padahai bkn laku pun bdk2 tk tikam pun natang haram nie	R	tktau laa tokey cina tu buat sbb apa mula2 gp lain pstu bts padahai bkn laku pun bdk2 tk tikam pun natang haram nie
"Teman kantor: Mba, aku lagi ngga ngikutin kpop group mana-mana nih sekarang.
Aku: kenapa?
Teman: kayanya ngga seseru dulu.
Aku: (berjiwa mlm) ayo suka artis cina aja :)"	Non_R	teman kantor mba aku lagi ngga ngikutin kpop group mana mana nih sekarang aku kenapa teman kayanya ngga seseru dulu aku berjiwa mlm ayo suka artis cina aja 
Komputer cina mana kuat... kena virus lagi... kwkwkw...	Non_R	komputer cina mana kuat kena virus lagi kwkwkw 
"*di mall 
👩: cici silahkan boleh masuk liat2 dulu 
👧🏻: emang kek cina yaa gw(sambil lanjut jalan)  https://twitter.com/yourlovelysins/status/1294105029733806081 … pic.twitter.com/amOZpedun8"	Non_R	 di mall cici silahkan boleh masuk liat2 dulu emang kek cina yaa gw sambil lanjut jalan 
Kalau di Cina, anak bininya juga ditembak mati, untung saja hidup dia di Indonesia.	Non_R	kalau di cina anak bininya juga ditembak mati untung saja hidup dia di indonesia 
Kasian yang Cina islam.  https://twitter.com/yourlovelysins/status/1294105029733806081 …	Non_R	kasian yang cina islam 
Emang cina ga ada yg islam	Non_R	emang cina ga ada yg islam
Uhuy bandung geulis ini teh? Nggak tau atuh, tulisannya kaya tulisan cina tapi enak tau, muka jadi dingin.	Non_R	uhuy bandung geulis ini teh nggak tau atuh tulisannya kaya tulisan cina tapi enak tau muka jadi dingin 
MKSUTTT? UDAH JUN HIKS AK LEMAH BGT INI MUK PINGSAN AJALAH😭😭 pic.twitter.com/ErjEpvb057	Non_R	mksuttt udah jun hiks ak lemah bgt ini muk pingsan ajalah 
gue tau mksdnya, dan hrs mnta bantuan org cina lagi buat login. Repot bgt 😭	Non_R	gue tau mksdnya dan hrs mnta bantuan org cina lagi buat login repot bgt 
biasa a berkelana ke negeri cina😎	Non_R	biasa a berkelana ke negeri cina 
Org melayu asik jual tanah je. Yg luas jd semakin sempit. Klu cina boleh beli tanah di kelantan ni dah lama habis tanah hakmilik melayu	Non_R	org melayu asik jual tanah je yg luas jd semakin sempit klu cina boleh beli tanah di kelantan ni dah lama habis tanah hakmilik melayu
Majapahit runtuh krn cina apakah nkri jg akan runtuh oleh cina ? Kita rehat sejenak	R	majapahit runtuh krn cina apakah nkri jg akan runtuh oleh cina kita rehat sejenak
Negara mana yg Percaya Rezim ini &Negara mana yg mau investasi di RI? Kecual China debt trap  ..Rezim Penguasa yg Makmur...Rakyat terjajah&Negara dijual  https://twitter.com/aka_abzhary/status/1294147093959860224 …	R	negara mana yg percaya rezim ini negara mana yg mau investasi di ri kecual china debt trap rezim penguasa yg makmur rakyat terjajah negara dijual 
#🌐 #BabyPanda #NL #name FOR BABYPANDA #‼️ 20.000 #people🌐 #MAILED #NewName #Panda #Baby #🗽 in #ZOO #TheNetherlands #🇺🇳 #❤️ #555 #🇨🇳 #🏳️‍🌈 #🇪🇺 #🇺🇸 #🇹🇷 #🇨🇭 #redcross #belarus🗽 #🎂 #iran #PowerToThePeople #Asia #India #can #aus #China #un #eu #Animals #WNF #UNICEF #RedCross #🍀 🌿 pic.twitter.com/ftUVztYIjE	Non_R	 babypanda nl name for babypanda 20 000 people mailed newname panda baby in zoo thenetherlands 555 redcross belarus iran powertothepeople asia india can aus china un eu animals wnf unicef redcross 
"wuwu baby cheese 😚 #태민아_솔로데뷔6주년_축하해
#Ace6thAnniversary
#태민
#TAEMIN
#テミン https://twitter.com/taemlover/status/1294151641872994304 …"	Non_R	wuwu baby cheese 6 ace6thanniversary taemin 
Enak tapi aku lagi kena virus china..aku bisa menulari aku ingin sembuh tapi aku gak mau..karena susternya cantik2 dan perhatian..hidup ini indah klo diperhatikan..tapi sakit..susah juga hidup	Non_R	enak tapi aku lagi kena virus china aku bisa menulari aku ingin sembuh tapi aku gak mau karena susternya cantik2 dan perhatian hidup ini indah klo diperhatikan tapi sakit susah juga hidup
Terus artis china itu kaya punya tukang foto sendiri 🤣 di setiap acara bisa kaya foto untuk majalah ganbarnya	Non_R	terus artis china itu kaya punya tukang foto sendiri di setiap acara bisa kaya foto untuk majalah ganbarnya
ga terlalu, kebanyakan drama china disitu	Non_R	ga terlalu kebanyakan drama china disitu
lumayan kaget sebenernya waktu tau biaya bimbel sbm di int*n ada yang range 16 jutaan? lumayan juga ya, bisa beli honda beat itu (maaf w china jadi cuan adalah nomor satu)	Non_R	lumayan kaget sebenernya waktu tau biaya bimbel sbm di int n ada yang range 16 jutaan lumayan juga ya bisa beli honda beat itu maaf w china jadi cuan adalah nomor satu 
Dia msh menghamba dgn org2  china msh dpt duit.	Non_R	dia msh menghamba dgn org2 china msh dpt duit 
"Yeeesss✅🏆✅🏆
#FreePicks #SenseiSam
#China 🇨🇳
Jiangsu Suning FC
🆚
Shanghai Shenhua
✅✅✅✅✅✅✅
🧨 Under 3 🧨
✅✅✅✅✅✅✅
Retweet & Like 🏆🏆
🟨🟨😎😎😎😎🟨🟨
#Soccer #SoccerPicks #Btc
@JiangsuSuningFC
@shanghaishenhua #bettingpicks pic.twitter.com/H6T9XK9aMe"	Non_R	yeeesss freepicks senseisam china jiangsu suning fc shanghai shenhua under 3 retweet like soccer soccerpicks btc bettingpicks 
"9.
 Ibu membuat baso, biasanya si baso nya ini dikirim smpai ke denmark, lalu negara tersebut mengirimnya ke oman, srilanka, dan afrika, biasnya mereka menyimpannya di keranjang china agar tidak basi"	Non_R	9 ibu membuat baso biasanya si baso nya ini dikirim smpai ke denmark lalu negara tersebut mengirimnya ke oman srilanka dan afrika biasnya mereka menyimpannya di keranjang china agar tidak basi
"Kisah Disebalik Tembok Besar China 🇨🇳

Pernah terdengar sebuah kisah legenda tntg seorg wanita tangiskan kematian suaminya yg terkorban ketika pmbinaan tembok besar China ? 🥺

Percaya tak sbnrnya tembok besar China merupakan kubur jutaan manusia ? 😱
 https://youtu.be/yEdg8lNFNCc  pic.twitter.com/sHpDXdfRS1"	Non_R	kisah disebalik tembok besar china pernah terdengar sebuah kisah legenda tntg seorg wanita tangiskan kematian suaminya yg terkorban ketika pmbinaan tembok besar china percaya tak sbnrnya tembok besar china merupakan kubur jutaan manusia 
MATCHDAY 5 / Chinese Super League (Group A in Dalian): Jiangsu Suning 江苏苏宁 vs. Shanghai Greenland Shenhua 上海绿地申花 0:1 (0:1) - 0:1 Giovanni Moreno (20.)! #CSL2020 #g2csports #goal2china	Non_R	matchday 5 chinese super league group a in dalian jiangsu suning vs shanghai greenland shenhua 0 1 0 1 0 1 giovanni moreno 20 csl2020 g2csports goal2china
